source_name,source_language,headline_original,headline_english_placeholder,article_url,publication_date,discovery_source,article_snippet,section_guess,subsection_guess,date_status,relevance_status,relevance_reason,relevance_score,priority,source_tier,duplicate_status,story_id,editorial_status,editorial_reason,rejection_reason,qa_status,qa_notes,include_candidate,duplicate_key,parser_used,notes
Ean Libya,ar,السويحلي يكتب التاريخ.. بطل «الدوري الليبي» للمرة الأولى في مسيرته,,https://www.eanlibya.com/%d8%a7%d9%84%d8%b3%d9%88%d9%8a%d8%ad%d9%84%d9%8a-%d9%8a%d9%83%d8%aa%d8%a8-%d8%a7%d9%84%d8%aa%d8%a7%d8%b1%d9%8a%d8%ae-%d8%a8%d8%b7%d9%84%d9%8b%d8%a7-%d9%84%d9%84%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84/,,https://www.eanlibya.com/,,Politics,Politics,missing_date,accepted,keyword_match:ليبي,0,,,unique,,unreviewed,,,needs_review,Date missing or uncertain; not approved automatically,no,ean_libya:https://www.eanlibya.com/%d8%a7%d9%84%d8%b3%d9%88%d9%8a%d8%ad%d9%84%d9%8a-%d9%8a%d9%83%d8%aa%d8%a8-%d8%a7%d9%84%d8%aa%d8%a7%d8%b1%d9%8a%d8%ae-%d8%a8%d8%b7%d9%84%d9%8b%d8%a7-%d9%84%d9%84%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84/,ean_libya,missing_date
Ean Libya,ar,قبل نهائي النسخة 53.. من يضيف اسمه إلى سجل أبطال «الدوري الليبي»؟,,https://www.eanlibya.com/%d9%82%d8%a8%d9%84-%d9%86%d9%87%d8%a7%d8%a6%d9%8a-%d8%a7%d9%84%d9%86%d8%b3%d8%ae%d8%a9-53-%d9%85%d9%86-%d9%8a%d8%b6%d9%8a%d9%81-%d8%a7%d8%b3%d9%85%d9%87-%d8%a5%d9%84%d9%89-%d8%b3%d8%ac%d9%84-%d8%a3/,,https://www.eanlibya.com/,,Politics,Politics,missing_date,accepted,keyword_match:ليبي,0,,,unique,,unreviewed,,,needs_review,Date missing or uncertain; not approved automatically,no,ean_libya:https://www.eanlibya.com/%d9%82%d8%a8%d9%84-%d9%86%d9%87%d8%a7%d8%a6%d9%8a-%d8%a7%d9%84%d9%86%d8%b3%d8%ae%d8%a9-53-%d9%85%d9%86-%d9%8a%d8%b6%d9%8a%d9%81-%d8%a7%d8%b3%d9%85%d9%87-%d8%a5%d9%84%d9%89-%d8%b3%d8%ac%d9%84-%d8%a3/,ean_libya,missing_date
Ean Libya,ar,إعلان «أنا الليبي» يرفع اسم البلاد عالمياً.. 3 جوائز دولية مرموقة,,https://www.eanlibya.com/%d8%a3%d9%86%d8%a7-%d8%a7%d9%84%d9%84%d9%8a%d8%a8%d9%8a-%d9%8a%d8%b1%d9%81%d8%b9-%d8%a7%d8%b3%d9%85-%d8%a7%d9%84%d8%a8%d9%84%d8%a7%d8%af-%d8%b9%d8%a7%d9%84%d9%85%d9%8a%d8%a7%d9%8b-3/,,https://www.eanlibya.com/,,Politics,Politics,missing_date,accepted,keyword_match:ليبي,0,,,unique,,unreviewed,,,needs_review,Date missing or uncertain; not approved automatically,no,ean_libya:https://www.eanlibya.com/%d8%a3%d9%86%d8%a7-%d8%a7%d9%84%d9%84%d9%8a%d8%a8%d9%8a-%d9%8a%d8%b1%d9%81%d8%b9-%d8%a7%d8%b3%d9%85-%d8%a7%d9%84%d8%a8%d9%84%d8%a7%d8%af-%d8%b9%d8%a7%d9%84%d9%85%d9%8a%d8%a7%d9%8b-3/,ean_libya,missing_date
Ean Libya,ar,سلسلة مآسٍ عالمية.. غرق مهاجرين وحوادث دامية بعدّة دول,,https://www.eanlibya.com/%d8%b3%d9%84%d8%b3%d9%84%d8%a9-%d9%85%d8%a2%d8%b3%d9%8d-%d8%b9%d8%a7%d9%84%d9%85%d9%8a%d8%a9-%d8%ba%d8%b1%d9%82-%d9%85%d9%87%d8%a7%d8%ac%d8%b1%d9%8a%d9%86-%d9%88%d8%ad%d9%88%d8%a7%d8%af%d8%ab-%d8%af/,,https://www.eanlibya.com/,,Migration,Migration,missing_date,accepted,libya_source_topic:مهاجر,0,,,unique,,unreviewed,,,needs_review,Date missing or uncertain; not approved automatically,no,ean_libya:https://www.eanlibya.com/%d8%b3%d9%84%d8%b3%d9%84%d8%a9-%d9%85%d8%a2%d8%b3%d9%8d-%d8%b9%d8%a7%d9%84%d9%85%d9%8a%d8%a9-%d8%ba%d8%b1%d9%82-%d9%85%d9%87%d8%a7%d8%ac%d8%b1%d9%8a%d9%86-%d9%88%d8%ad%d9%88%d8%a7%d8%af%d8%ab-%d8%af/,ean_libya,missing_date
Ean Libya,ar,بعد اختفاء ملياري يورو من حسابات ليبيا.. «علي محمود» يرفض المثول أمام القضاء,,https://www.eanlibya.com/%d8%a8%d8%b9%d8%af-%d8%a7%d8%ae%d8%aa%d9%81%d8%a7%d8%a1-%d9%85%d9%84%d9%8a%d8%a7%d8%b1%d9%8a-%d9%8a%d9%88%d8%b1%d9%88-%d9%85%d9%86-%d8%ad%d8%b3%d8%a7%d8%a8%d8%a7%d8%aa-%d9%84%d9%8a%d8%a8%d9%8a%d8%a7/,,https://www.eanlibya.com/,,Politics,Politics,missing_date,accepted,keyword_match:ليبيا,0,,,unique,,unreviewed,,,needs_review,Date missing or uncertain; not approved automatically,no,ean_libya:https://www.eanlibya.com/%d8%a8%d8%b9%d8%af-%d8%a7%d8%ae%d8%aa%d9%81%d8%a7%d8%a1-%d9%85%d9%84%d9%8a%d8%a7%d8%b1%d9%8a-%d9%8a%d9%88%d8%b1%d9%88-%d9%85%d9%86-%d8%ad%d8%b3%d8%a7%d8%a8%d8%a7%d8%aa-%d9%84%d9%8a%d8%a8%d9%8a%d8%a7/,ean_libya,missing_date
Ean Libya,ar,خلال عقد من الزمن.. المؤسسة الليبية للاستثمار تُخيب الآمال بتحقيق مكاسب ضئيلة,,https://www.eanlibya.com/%d8%ae%d9%84%d8%a7%d9%84-%d8%b9%d9%82%d8%af-%d9%85%d9%86-%d8%a7%d9%84%d8%b2%d9%85%d9%86-%d8%a7%d9%84%d9%85%d8%a4%d8%b3%d8%b3%d8%a9-%d8%a7%d9%84%d9%84%d9%8a%d8%a8%d9%8a%d8%a9-%d9%84%d9%84%d8%a7%d8%b3/,,https://www.eanlibya.com/,,Politics,Politics,missing_date,accepted,keyword_match:ليبي,0,,,unique,,unreviewed,,,needs_review,Date missing or uncertain; not approved automatically,no,ean_libya:https://www.eanlibya.com/%d8%ae%d9%84%d8%a7%d9%84-%d8%b9%d9%82%d8%af-%d9%85%d9%86-%d8%a7%d9%84%d8%b2%d9%85%d9%86-%d8%a7%d9%84%d9%85%d8%a4%d8%b3%d8%b3%d8%a9-%d8%a7%d9%84%d9%84%d9%8a%d8%a8%d9%8a%d8%a9-%d9%84%d9%84%d8%a7%d8%b3/,ean_libya,missing_date
Ean Libya,ar,مصادر تكشف عن قرب صدور قرار تغيير رئيس المؤسسة الليبية للاستثمار,,https://www.eanlibya.com/%d9%85%d8%b5%d8%a7%d8%af%d8%b1-%d8%aa%d9%83%d8%b4%d9%81-%d8%b9%d9%86-%d9%82%d8%b1%d8%a8-%d8%b5%d8%af%d9%88%d8%b1-%d9%82%d8%b1%d8%a7%d8%b1-%d8%aa%d8%ba%d9%8a%d9%8a%d8%b1-%d8%b1%d8%a6%d9%8a%d8%b3-%d8%a7/,,https://www.eanlibya.com/,,Politics,Politics,missing_date,accepted,keyword_match:ليبي,0,,,unique,,unreviewed,,,needs_review,Date missing or uncertain; not approved automatically,no,ean_libya:https://www.eanlibya.com/%d9%85%d8%b5%d8%a7%d8%af%d8%b1-%d8%aa%d9%83%d8%b4%d9%81-%d8%b9%d9%86-%d9%82%d8%b1%d8%a8-%d8%b5%d8%af%d9%88%d8%b1-%d9%82%d8%b1%d8%a7%d8%b1-%d8%aa%d8%ba%d9%8a%d9%8a%d8%b1-%d8%b1%d8%a6%d9%8a%d8%b3-%d8%a7/,ean_libya,missing_date
Libya Review,en,Libya’s Parliament Examines Measures to Combat Terror Financing,,https://libyareview.com/66057/libyas-parliament-examines-measures-to-combat-terror-financing/,,https://libyareview.com/category/libya/,Libya’s House of Representatives has advanced discussions of a draft law to strengthen the country’s efforts to combat money laundering...,Politics,Politics,missing_date,accepted,keyword_match:libya,0,,,unique,,unreviewed,,,needs_review,Date missing or uncertain; not approved automatically,no,libya_review:https://libyareview.com/66057/libyas-parliament-examines-measures-to-combat-terror-financing/,libya_review,missing_date
Libya Review,en,Migrant Smuggling Route Through Libya Generates Up to $190 Million Annually,,https://libyareview.com/66054/migrant-smuggling-route-through-libya-generates-up-to-190-million-annually/,,https://libyareview.com/category/libya/,"A new international report has identified the Bangladesh-Libya-Italy route as one of the world's largest irregular migration corridors, describing it...",Migration,Migration,missing_date,accepted,keyword_match:libya,0,,,unique,,unreviewed,,,needs_review,Date missing or uncertain; not approved automatically,no,libya_review:https://libyareview.com/66054/migrant-smuggling-route-through-libya-generates-up-to-190-million-annually/,libya_review,missing_date
Libya Review,en,Sudan Reaffirms Citizens In Libya Want Voluntary Return Home,,https://libyareview.com/66050/sudan-reaffirms-citizens-in-libya-want-voluntary-return-home/,,https://libyareview.com/category/libya/,The Sudanese Embassy in Tripoli has expressed its deep appreciation to Libya and its people for hosting thousands of Sudanese...,Politics,Politics,missing_date,accepted,keyword_match:libya,0,,,unique,,unreviewed,,,needs_review,Date missing or uncertain; not approved automatically,no,libya_review:https://libyareview.com/66050/sudan-reaffirms-citizens-in-libya-want-voluntary-return-home/,libya_review,missing_date
Libya Review,en,Civilians Killed as Libya’s Al-Zawiya Violence Escalates,,https://libyareview.com/66047/civilians-killed-as-libyas-al-zawiya-violence-escalates/,,https://libyareview.com/category/libya/,"Libya’s western city of Zawiya is facing a severe security escalation after days of repeated clashes between rival armed groups,...",Military & Security,Security,missing_date,accepted,keyword_match:libya,0,,,unique,,unreviewed,,,needs_review,Date missing or uncertain; not approved automatically,no,libya_review:https://libyareview.com/66047/civilians-killed-as-libyas-al-zawiya-violence-escalates/,libya_review,missing_date
Libya Review,en,Libyan Party Criticises International Handling of Libya Crisis,,https://libyareview.com/66044/libyan-party-criticises-international-handling-of-libya-crisis/,,https://libyareview.com/category/libya/,Libya's People's Voice Party has called for what it described as international accountability regarding the consequences of international intervention in...,Politics,Politics,missing_date,accepted,keyword_match:libya,0,,,unique,,unreviewed,,,needs_review,Date missing or uncertain; not approved automatically,no,libya_review:https://libyareview.com/66044/libyan-party-criticises-international-handling-of-libya-crisis/,libya_review,missing_date
Libya Review,en,Libyan Man Killed in Al-Zawiya Shooting,,https://libyareview.com/66039/libyan-man-killed-in-al-zawiya-shooting/,,https://libyareview.com/category/libya/,A young man was killed and another seriously injured after armed men opened fire on them early Sunday near Al-Sharjah...,Military & Security,Security,missing_date,accepted,keyword_match:libya,0,,,unique,,unreviewed,,,needs_review,Date missing or uncertain; not approved automatically,no,libya_review:https://libyareview.com/66039/libyan-man-killed-in-al-zawiya-shooting/,libya_review,missing_date
Libya Review,en,Libya and Turkey Discuss Expanding Economic Cooperation,,https://libyareview.com/65755/libya-and-turkey-discuss-expanding-economic-cooperation/,,https://libyareview.com/,,Regional & International,Regional & International,missing_date,accepted,keyword_match:libya,0,,,unique,,unreviewed,,,needs_review,Date missing or uncertain; not approved automatically,no,libya_review:https://libyareview.com/65755/libya-and-turkey-discuss-expanding-economic-cooperation/,libya_review,missing_date
Libya Review,en,Libya and Turkey Expand Economic Cooperation in Benghazi,,https://libyareview.com/65413/libya-and-turkey-expand-economic-cooperation-in-benghazi/,,https://libyareview.com/,,Regional & International,Regional & International,missing_date,accepted,keyword_match:libya,0,,,unique,,unreviewed,,,needs_review,Date missing or uncertain; not approved automatically,no,libya_review:https://libyareview.com/65413/libya-and-turkey-expand-economic-cooperation-in-benghazi/,libya_review,missing_date
Libya Review,en,US Backs Libya Development Deal As Step Towards Economic Stability,,https://libyareview.com/65283/us-backs-libya-development-deal-as-step-towards-economic-stability/,,https://libyareview.com/,,Politics,Politics,missing_date,accepted,keyword_match:libya,0,,,unique,,unreviewed,,,needs_review,Date missing or uncertain; not approved automatically,no,libya_review:https://libyareview.com/65283/us-backs-libya-development-deal-as-step-towards-economic-stability/,libya_review,missing_date
Libya Review,en,Libya Introduces New Controls on Grain Imports to Strengthen Food Security,,https://libyareview.com/65968/libya-introduces-new-controls-on-grain-imports-to-strengthen-food-security/,,https://libyareview.com/,,Military & Security,Security,missing_date,accepted,keyword_match:libya,0,,,unique,,unreviewed,,,needs_review,Date missing or uncertain; not approved automatically,no,libya_review:https://libyareview.com/65968/libya-introduces-new-controls-on-grain-imports-to-strengthen-food-security/,libya_review,missing_date
Libya Review,en,Central Bank Reports Strong Oil Revenues and Economic Growth in Libya,,https://libyareview.com/65908/central-bank-reports-strong-oil-revenues-and-economic-growth-in-libya/,,https://libyareview.com/,,Economy,Oil & Energy,missing_date,accepted,keyword_match:libya,0,,,unique,,unreviewed,,,needs_review,Date missing or uncertain; not approved automatically,no,libya_review:https://libyareview.com/65908/central-bank-reports-strong-oil-revenues-and-economic-growth-in-libya/,libya_review,missing_date
Libya Review,en,Greece Rescues 80 Migrants from Libya Route,,https://libyareview.com/65957/greece-rescues-80-migrants-from-libya-route/,,https://libyareview.com/,,Migration,Migration,missing_date,accepted,keyword_match:libya,0,,,unique,,unreviewed,,,needs_review,Date missing or uncertain; not approved automatically,no,libya_review:https://libyareview.com/65957/greece-rescues-80-migrants-from-libya-route/,libya_review,missing_date
Libya Review,en,Benghazi Set to Host 1st Annual Arab Media Conference,,https://libyareview.com/58013/benghazi-set-to-host-1st-annual-arab-media-conference/,,https://libyareview.com/,,Politics,Politics,missing_date,accepted,keyword_match:benghazi,0,,,unique,,unreviewed,,,needs_review,Date missing or uncertain; not approved automatically,no,libya_review:https://libyareview.com/58013/benghazi-set-to-host-1st-annual-arab-media-conference/,libya_review,missing_date
Libya Review,en,Municipal Theatre in Libya’s Sebha Reopened,,https://libyareview.com/17037/municipal-theatre-in-libyas-sebha-reopened/,,https://libyareview.com/,,Municipalities & Public Services,Municipalities & Public Services,missing_date,accepted,keyword_match:libya,0,,,unique,,unreviewed,,,needs_review,Date missing or uncertain; not approved automatically,no,libya_review:https://libyareview.com/17037/municipal-theatre-in-libyas-sebha-reopened/,libya_review,missing_date
Libya Review,en,Italian Embassy in Libya Inaugurates Archeology Exhibition,,https://libyareview.com/16812/italian-embassy-in-libya-inaugurates-archeology-exhibition/,,https://libyareview.com/,,Politics,Politics,missing_date,accepted,keyword_match:libya,0,,,unique,,unreviewed,,,needs_review,Date missing or uncertain; not approved automatically,no,libya_review:https://libyareview.com/16812/italian-embassy-in-libya-inaugurates-archeology-exhibition/,libya_review,missing_date
Libya Review,en,Libya Celebrates 22nd Anniversary of Shahat Culture House,,https://libyareview.com/16375/libya-celebrates-22nd-anniversary-of-shahat-culture-house/,,https://libyareview.com/,,Varieties,Varieties,missing_date,accepted,keyword_match:libya,0,,,unique,,unreviewed,,,needs_review,Date missing or uncertain; not approved automatically,no,libya_review:https://libyareview.com/16375/libya-celebrates-22nd-anniversary-of-shahat-culture-house/,libya_review,missing_date
Libya Review,en,Libya Elects First Woman President of a Sports Club,,https://libyareview.com/65947/libya-elects-first-woman-president-of-a-sports-club/,,https://libyareview.com/,,Varieties,Varieties,missing_date,accepted,keyword_match:libya,0,,,unique,,unreviewed,,,needs_review,Date missing or uncertain; not approved automatically,no,libya_review:https://libyareview.com/65947/libya-elects-first-woman-president-of-a-sports-club/,libya_review,missing_date
Libya Review,en,Libya Selected to Stage Arab Clubs Mini Football Championship,,https://libyareview.com/65917/libya-selected-to-stage-arab-clubs-mini-football-championship/,,https://libyareview.com/,,Varieties,Varieties,missing_date,accepted,keyword_match:libya,0,,,unique,,unreviewed,,,needs_review,Date missing or uncertain; not approved automatically,no,libya_review:https://libyareview.com/65917/libya-selected-to-stage-arab-clubs-mini-football-championship/,libya_review,missing_date
Libya Review,en,Aliou Cisse Quits as Libya Coach in Unexpected Move,,https://libyareview.com/64587/aliou-cisse-quits-as-libya-coach-in-unexpected-move/,,https://libyareview.com/,,Politics,Politics,missing_date,accepted,keyword_match:libya,0,,,unique,,unreviewed,,,needs_review,Date missing or uncertain; not approved automatically,no,libya_review:https://libyareview.com/64587/aliou-cisse-quits-as-libya-coach-in-unexpected-move/,libya_review,missing_date
Libya Review,en,Egypt Comeback Deepens Libya’s U17 Qualifying Woes,,https://libyareview.com/64449/egypt-comeback-deepens-libyas-u17-qualifying-woes/,,https://libyareview.com/,,Regional & International,Foreign Relations,missing_date,accepted,keyword_match:libya,0,,,unique,,unreviewed,,,needs_review,Date missing or uncertain; not approved automatically,no,libya_review:https://libyareview.com/64449/egypt-comeback-deepens-libyas-u17-qualifying-woes/,libya_review,missing_date
Libya Review,en,Libyan Football Federation Warns Against Match Manipulation,,https://libyareview.com/64152/libyan-football-federation-warns-against-match-manipulation/,,https://libyareview.com/,,Varieties,Varieties,missing_date,accepted,keyword_match:libya,0,,,unique,,unreviewed,,,needs_review,Date missing or uncertain; not approved automatically,no,libya_review:https://libyareview.com/64152/libyan-football-federation-warns-against-match-manipulation/,libya_review,missing_date
